CVEGEO,POBTOT,POBFEM,P_15A49_F,AB,C_MAS,C,C_MENOS,D_MAS,D,E,NSE,NSE_2,VIVIENDAS
2054300050074,"1,502",787,407,0,0,0,3,10,122,182,E,E,317
2054300050089,"1,381",713,353,0,0,0,0,11,123,183,E,E,321
2054400010033,740,381,172,0,4,18,21,27,125,61,D,D,256
2054500010064,"1,823",955,477,29,53,69,73,56,161,62,D,D,503
2054500010083,"2,168","1,153",593,11,16,33,36,71,210,146,D,D,523
2054500010098,"1,537",838,439,25,49,58,63,53,132,47,D,D,427
2054500010100,132,71,37,0,0,0,6,3,17,3,D,D,31
2054500010115,234,122,65,0,0,3,5,9,28,12,D,D,59
2054500010134,42,18,11,0,0,0,0,0,3,7,E,E,10
2054600010038,"1,189",646,312,14,20,40,55,44,127,48,D,D,348
2054600010057,81,47,23,0,4,4,4,0,4,0,D,C_MAS,20
2054600010061,126,61,29,0,0,6,8,6,11,0,D,D,35
2054600010080,"1,081",563,281,6,21,40,36,55,102,30,D,D,290
2054600010095,"1,974","1,046",496,8,34,48,68,95,186,81,D,D,520
2054600010108,39,20,10,0,0,0,0,0,8,0,D,D,13
2054600010131,79,38,28,0,0,0,0,4,13,0,D,D,22
2054600010146,15,8,4,0,0,0,0,0,0,0,E,AB,4
2054700010035,246,140,64,0,0,9,8,20,37,25,D,D,101
2054800010102,314,168,86,0,0,4,7,15,52,45,D,D,124
2054800010117,139,81,41,0,0,0,5,9,13,15,E,E,43
2054900010078,"1,286",697,315,4,13,34,40,55,180,79,D,D,405
2054900010097,447,258,114,0,5,11,14,24,63,21,D,D,138
2055000010045,"1,449",770,380,15,26,46,47,49,170,75,D,D,428
2055000020079,"1,730",887,447,8,17,21,58,61,177,101,D,D,443
2055000020083,"1,169",628,309,0,13,20,31,50,129,75,D,D,320
2055000020100,44,23,18,0,0,0,0,3,8,0,D,D,13
2055000020115,147,83,45,0,0,0,0,7,21,11,D,D,42
2055100010080,"1,628",881,459,11,26,28,44,79,165,77,D,D,430
2055100010095,"2,115","1,108",594,29,59,59,75,78,179,88,D,D,567
2055100010108,"2,423","1,317",649,35,53,79,69,84,231,90,D,D,641
2055100010112,"2,365","1,260",601,38,55,76,88,100,232,83,D,D,672
2055100010127,"1,455",775,377,48,66,60,59,47,100,39,D,D,419
2055100010131,"2,021","1,079",520,47,75,67,87,75,153,63,D,D,567
2055100010146,291,156,98,0,5,10,5,12,29,15,D,D,77
2055100010150,63,32,17,0,0,0,0,0,6,7,E,E,15
2055100010165,56,25,17,0,0,0,0,0,9,6,D,D,15
2055100010199,819,447,244,0,7,18,19,33,85,43,D,D,206
2055100010201,"1,472",771,433,5,14,15,27,47,173,132,D,D,413
2055100010220,79,42,27,0,0,0,0,4,8,6,D,D,20
2055100010235,82,48,24,0,0,0,0,3,7,9,E,E,21
2055100370254,284,151,100,0,3,4,16,21,52,4,D,D,100
2055100370269,495,261,159,0,4,11,20,38,82,9,D,D,165
2055100370273,"2,614","1,366",821,12,46,82,128,165,299,22,D,D,754
2055100370288,311,167,103,0,0,10,21,23,45,0,D,D,103
2055100370292,"2,273","1,201",735,23,44,103,128,150,207,17,D,D,672
2055100370305,428,227,136,0,0,11,12,31,66,6,D,D,128
2055200010054,57,32,13,0,0,0,0,6,38,18,D,D,64
2055300010051,"1,958","1,005",524,111,123,87,54,42,115,17,C+,C_MAS,549
2055300010066,"1,923","1,015",544,10,31,38,52,74,207,78,D,D,490
2055300010070,"2,081","1,074",581,25,50,75,89,97,133,49,D,D,518
2055300010085,46,24,11,0,0,4,4,0,0,0,C-,C,15
2055300010102,"1,866","1,006",516,64,97,58,52,61,125,49,D,D,506
2055300010117,"1,545",811,425,30,57,56,54,63,104,32,D,D,396
2055300010121,34,14,9,0,3,0,0,0,5,0,D,D,13
2055300010189,142,84,44,4,5,4,5,4,13,6,D,D,41
2055300010193,"1,266",656,353,9,9,28,31,50,136,41,D,D,304
2055300010206,18,7,5,0,0,4,0,0,0,0,C,C,7
2055300010210,104,51,31,10,16,0,0,0,3,0,C+,C_MAS,33
2055400010114,506,275,119,0,0,6,11,19,79,35,D,D,153
2055400010129,296,152,82,0,3,0,0,16,43,22,D,D,87
2055400010133,673,354,161,0,0,7,20,27,117,79,D,D,252
2055500010022,"1,094",583,288,3,7,21,27,53,136,41,D,D,288
2055700010012,"2,189","1,137",538,13,37,54,60,83,272,147,D,D,666
2055700010027,"1,570",818,355,14,47,52,43,75,162,96,D,D,489
2055700010031,"1,503",761,343,19,33,42,59,66,158,84,D,D,461
2055700010046,"1,807",931,458,9,27,62,65,66,180,97,D,D,506
2055700010050,"1,828",954,468,8,35,39,55,74,209,126,D,D,546
2055700010099,"1,049",533,305,4,18,28,22,43,127,69,D,D,311
2055700010101,882,448,256,0,6,9,21,37,105,57,D,D,236
2055700010116,"1,514",781,402,3,13,19,31,53,187,131,D,D,437
2055700010120,"1,274",653,320,10,28,25,49,49,145,70,D,D,376
2055700010135,30,17,12,0,0,0,0,3,0,0,D+,D_MAS,8
2055800010024,690,381,178,0,8,9,11,27,108,89,D,D,254
2055900010106,22,10,5,0,0,0,0,3,4,0,D,D,11
2055900010159,"3,229","1,726",899,24,62,73,118,132,339,127,D,D,875
2055900010163,"2,425","1,296",659,19,47,57,98,105,248,84,D,D,658
2056000010075,"1,317",707,331,0,9,15,37,57,184,85,D,D,389
2056000010094,225,127,64,0,0,7,5,10,27,16,D,D,66
2056000030130,"1,083",593,301,0,6,7,26,30,137,75,D,D,283
2056000030145,"1,247",690,357,0,0,8,24,52,134,84,D,D,303
2056100010034,"1,191",617,342,0,0,5,12,27,146,174,E,E,364
2056100010049,420,222,119,0,0,0,0,0,49,73,E,E,124
2056100010053,426,213,113,0,0,0,0,6,58,62,E,E,130
2056100010068,581,300,162,0,0,0,3,15,92,89,D,D,199
2056100010072,23,11,6,0,0,0,0,0,4,5,E,E,9
2056200010027,767,399,213,5,11,13,20,30,93,52,D,D,224
2056200010031,141,74,43,0,0,0,3,4,25,11,D,D,44
2056200010046,31,15,6,0,0,0,0,0,7,4,D,D,13
2056300010039,729,377,155,0,0,4,8,12,87,132,E,E,244
2056300010043,284,155,69,0,0,0,0,6,33,80,E,E,121
2056400010040,822,425,168,0,0,0,12,16,119,198,E,E,348
2056500010052,"3,096","1,651",845,77,93,72,110,100,267,96,D,D,815
2056500010067,"4,967","2,665","1,342",79,114,146,154,187,440,164,D,D,1284
2056500010071,"3,362","1,785",920,31,61,86,105,111,338,138,D,D,870
2056500010086,"3,584","1,841",955,48,87,106,112,129,327,118,D,D,927
2056500010090,680,366,202,14,22,27,28,22,40,17,D,D,170
2056500010175,224,118,61,3,6,5,7,11,25,5,D,D,62
2056500010194,76,39,22,0,0,0,0,0,13,3,D,D,23
2056500010245,310,151,94,0,0,10,11,14,38,13,D,D,88
2056500010298,120,69,39,0,0,4,4,5,11,7,D,D,33
2056500010315,251,122,69,3,5,5,10,12,26,12,D,D,73
2056500060118,"2,063","1,104",601,7,21,32,62,74,234,69,D,D,499
2056500060122,"1,383",716,407,0,17,27,32,53,137,58,D,D,326
2056500060137,"2,345","1,208",667,5,18,33,55,90,253,108,D,D,562
2056500060141,"1,933","1,002",565,3,15,22,40,66,226,74,D,D,446
2056500060156,"2,164","1,120",638,0,0,12,32,58,284,121,D,D,510
2056500060160,"2,449","1,262",703,0,24,31,41,104,277,91,D,D,570
2056500060207,328,173,93,0,0,3,4,5,41,28,D,D,82
2056500060211,"1,033",539,298,0,5,6,20,25,126,77,D,D,259
2056500060226,331,166,89,0,0,0,3,10,45,23,D,D,82
2056500060230,800,427,248,0,3,0,8,28,111,37,D,D,189
2056500060264,245,133,78,0,3,5,3,10,21,15,D,D,59
2056500060279,279,145,86,0,0,3,5,8,35,16,D,D,71
2056500060283,17,10,6,0,0,0,0,0,0,0,D,AB,4
2056500060300,31,16,9,0,0,0,0,0,3,0,D,D,7
2056500370048,"2,595","1,327",734,0,4,33,62,112,454,262,D,D,928
2056600090064,126,65,38,0,3,0,5,5,29,21,D,D,67
2056600090079,276,142,73,0,0,0,6,6,42,69,E,E,126
2056600090083,110,59,29,0,0,0,0,3,16,13,D,D,33
2056600090098,11,5,4,0,0,0,0,0,0,3,E,E,3
2056700010042,656,346,157,0,6,7,17,30,64,102,E,E,226
2056700010057,220,110,48,0,0,0,0,6,32,19,D,D,60
2056700010061,382,205,89,0,0,0,0,8,31,54,E,E,95
2056700010076,198,112,46,0,0,0,0,0,15,33,E,E,50
2056800010035,473,258,120,0,0,0,6,13,69,68,D,D,157
2056800010054,32,18,6,0,0,0,0,0,5,5,E,D,11
2056900010028,92,55,28,0,0,0,3,0,22,37,E,E,65
2057000010122,"1,527",798,403,25,27,38,46,61,148,71,D,D,416
2057000010137,"2,131","1,103",596,21,43,51,71,91,227,77,D,D,581
2057000010141,"2,251","1,189",652,13,27,33,65,93,239,106,D,D,576
2057000010156,"1,175",633,320,17,26,31,31,46,103,45,D,D,299
2057000010160,"1,256",703,337,23,39,35,57,42,107,46,D,D,349
2057000010175,"1,187",629,332,9,27,35,37,49,109,51,D,D,317
2057000010194,"1,057",554,282,14,30,33,45,38,114,38,D,D,312
2057000010207,165,95,51,0,0,4,4,5,18,12,D,D,45
2057000010211,234,116,64,0,0,4,0,13,27,20,D,D,68
2057000010230,128,70,41,0,0,3,5,9,18,8,D,D,44
2057000010245,46,21,14,0,0,0,0,3,8,3,D,D,15
2057000010264,196,108,61,0,0,0,4,4,27,18,D,D,57
2057000010315,620,321,173,0,0,3,8,24,91,48,D,D,175
200020001020A,857,440,238,0,3,9,16,22,102,79,D,D,231
200020001038A,975,544,253,7,26,33,40,50,100,50,D,D,306
200020039013A,"1,357",722,377,3,20,29,43,54,176,89,D,D,414
200060001011A,"2,098","1,115",643,18,33,57,60,94,206,76,D,D,544
200090001008A,18,9,4,0,0,0,0,0,0,0,E,AB,4
200100065017A,"1,350",725,326,24,67,70,78,71,108,29,D,D,447
200110001004A,102,55,26,0,0,0,0,0,10,15,E,E,29
200130001003A,"1,550",791,367,10,41,52,79,93,132,59,D,D,466
200140001015A,"1,833",933,511,14,47,67,76,77,199,74,D,D,554
200140001022A,531,261,149,0,3,15,17,21,70,37,D,D,163
200160001007A,526,291,140,0,0,0,4,5,32,59,E,E,102
200210001007A,"1,663",905,457,6,29,28,55,75,176,104,D,D,473
200210001014A,39,17,9,0,0,0,0,0,3,5,E,E,9
200230001006A,"3,408","1,771",956,58,104,91,111,151,300,98,D,D,913
200250001005A,"1,545",808,401,0,14,19,35,35,166,167,E,E,438
200280001016A,"2,028","1,080",549,6,16,38,48,68,186,111,D,D,473
200290001003A,837,462,203,5,11,13,15,19,78,104,E,E,245
200300001005A,809,408,223,15,47,34,37,33,64,22,D,D,252
200340001003A,72,37,13,0,0,0,0,3,14,10,D,D,29
200390001013A,"1,667",935,446,46,70,81,74,68,105,34,D,D,478
200390001038A,"1,181",629,343,19,28,33,36,41,99,39,D,D,295
200390001045A,980,498,242,53,71,59,40,32,26,4,C+,C_MAS,285
200390001052A,"1,613",845,434,25,36,59,70,53,122,49,D,D,414
200420001014A,892,488,273,12,22,38,47,49,81,14,D,D,263
200430001040A,"5,697","2,984","1,629",9,54,75,130,192,608,212,D,D,1280
200430001072A,"4,268","2,290","1,149",36,88,76,152,158,373,101,D,D,984
200430001097A,18,10,5,0,0,0,0,0,0,3,E,E,6
200430002108A,13,7,3,0,0,0,0,0,7,0,D,D,10
200440001013A,"1,636",878,409,24,40,60,75,81,190,74,D,D,544
200440001038A,"1,256",667,307,3,20,26,40,65,154,95,D,D,403
200440001045A,300,165,87,0,0,0,5,4,45,41,D,D,95
200460001005A,369,202,94,0,5,13,15,14,69,23,D,D,140
200510001005A,129,68,38,0,0,0,0,5,13,10,D,D,28
200520001017A,815,432,186,12,21,24,40,37,106,58,D,D,298
200570001027A,"1,808",944,456,5,16,35,37,61,198,146,D,D,498
200590001019A,"4,472","2,438","1,334",54,122,143,218,254,400,135,D,D,1326
200590001026A,242,141,79,0,4,3,10,16,17,9,D,D,59
200620001002A,400,224,101,4,5,12,25,32,50,26,D,D,154
200640001019A,414,216,93,0,0,8,13,26,67,27,D,D,142
200660001018A,19,8,4,0,0,0,0,0,3,4,E,E,8
200670001012A,"3,890","2,100","1,055",159,226,188,150,141,178,38,C+,C_MAS,1080
200670001051A,"1,310",691,339,130,110,60,39,26,23,8,A/B,AB,396
200670001076A,"1,385",734,382,62,66,48,49,51,61,13,C+,C_MAS,350
200670001083A,"1,357",808,348,100,107,84,49,44,37,5,C+,C_MAS,426
200670001101A,"1,930","1,035",487,64,90,83,109,77,145,37,D,D,605
200670001119A,"2,016","1,042",520,37,61,81,79,64,128,25,D,D,475
200670001133A,"2,296","1,229",648,46,76,81,81,85,162,39,D,D,570
200670001158A,"1,562",862,474,8,21,29,49,67,166,61,D,D,401
200670001165A,"2,606","1,388",716,58,91,77,108,92,166,59,D,D,651
200670001172A,"1,576",852,437,36,61,77,80,56,107,27,D,D,444
200670001197A,"2,068","1,096",579,33,48,33,70,80,205,99,D,D,568
200670001215A,"1,123",590,296,28,48,32,42,48,80,23,D,D,301
200670001222A,"2,528","1,329",752,38,70,80,97,124,194,71,D,D,674
200670051208A,"1,458",762,424,15,26,36,49,62,138,58,D,D,384
200680001017A,28,12,7,0,0,0,0,3,5,0,D,D,9
200720001005A,"1,787",925,475,0,8,14,21,45,215,144,D,D,449
200720001012A,12,6,3,0,0,0,0,0,3,0,D,D,4
200730001017A,"1,253",686,374,36,33,47,49,68,103,18,D,D,354
200750001009A,392,214,99,0,4,4,5,11,81,58,D,D,164
200760001010A,726,375,184,0,11,14,30,30,116,37,D,D,240
200780001002A,819,413,205,6,19,21,23,41,87,53,D,D,250
200790001021A,121,66,37,0,0,5,0,10,20,6,D,D,44
200790001039A,"1,525",775,402,8,18,46,59,71,152,75,D,D,429
200790001053A,"1,279",683,356,3,15,32,61,62,158,79,D,D,410
200790001060A,499,274,140,12,19,25,21,31,58,35,D,D,201
200790001078A,694,372,197,14,31,36,30,30,61,30,D,D,232
200790001085A,703,345,199,3,6,14,24,31,91,57,D,D,226
200790001092A,289,147,84,0,0,0,3,4,49,45,D,D,103
200840001007A,123,68,34,0,3,6,10,6,10,0,D,C_MENOS,37
200910001006A,858,449,220,77,103,57,28,17,16,0,C+,C_MAS,300
200910001013A,20,11,5,5,0,0,0,0,0,0,A/B,AB,9
200990001002A,276,142,67,0,0,0,0,3,20,89,E,E,113
201010001002A,669,369,167,0,3,4,10,25,74,91,E,E,207
201080001004A,"1,378",745,323,0,0,3,13,28,135,232,E,E,411
201110001005A,411,213,104,0,0,0,0,0,32,63,E,E,96
201130001004A,917,471,243,0,0,0,7,7,106,155,E,E,276
201150001003A,"1,430",767,415,17,49,55,49,66,109,44,D,D,389
201150002010A,"2,990","1,586",966,86,170,191,165,119,172,18,C,C,921
201170001002A,"1,206",645,321,0,0,4,4,14,136,232,E,E,390
201300001006A,"1,151",574,290,0,0,4,12,18,130,209,E,E,375
201310001018A,37,16,12,0,0,0,0,3,5,13,E,E,21
201310001025A,30,14,10,0,0,0,0,3,6,9,E,E,19
201340001004A,430,221,114,0,0,0,0,7,59,30,D,D,99
201380001002A,136,71,30,0,0,8,9,8,47,30,D,D,105
201410036028A,35,21,13,0,0,0,0,0,3,8,E,E,11
201600001004A,49,24,15,0,0,0,0,4,5,0,D,D,14
201760001004A,656,333,143,6,17,18,33,34,76,41,D,D,225
201770001009A,"1,448",746,381,9,20,34,43,85,180,101,D,D,472
201780001003A,310,159,73,0,3,6,5,15,28,18,D,D,76
201830001003A,572,321,153,0,0,3,0,10,71,110,E,E,196
201840001022A,"5,282","2,785","1,447",80,173,234,292,298,442,80,D,D,1599
201840001047A,687,348,188,6,14,21,40,43,63,21,D,D,208
201840001061A,"2,289","1,231",634,18,46,53,86,96,228,57,D,D,584
201840001079A,214,126,62,0,0,0,5,4,29,23,D,D,63
201840001086A,82,40,24,0,9,0,3,4,3,0,C+,C_MAS,23
201840092054A,914,457,225,0,6,18,16,27,127,80,D,D,276
201860001007A,172,86,40,0,0,4,3,7,19,44,E,E,77
201880001006A,142,72,34,0,0,0,0,0,15,20,E,E,36
201900013041A,272,145,80,0,4,8,10,19,41,15,D,D,97
201930001006A,48,25,14,0,0,0,0,0,10,0,D,D,11
201970001004A,115,60,28,0,0,0,0,3,15,0,D,D,27
202000001009A,34,20,7,0,0,0,0,0,4,0,D,D,6
202060001006A,604,320,155,0,8,17,11,31,57,67,E,E,193
202070001018A,"1,938","1,000",459,0,0,10,18,26,283,209,D,D,548
202080001005A,375,188,84,0,11,8,10,21,51,17,D,D,120
202200001004A,362,183,79,0,0,6,5,13,63,72,E,E,159
202240001002A,442,236,108,3,5,7,8,21,67,39,D,D,150
202270001006A,"2,294","1,217",693,52,92,113,103,101,161,34,D,D,656
202270001013A,15,10,5,0,0,0,0,0,7,3,D,D,16
202430001003A,759,418,205,5,8,9,29,31,66,51,D,D,199
202440001008A,12,8,6,0,0,0,0,0,0,0,E,AB,4
202450001002A,532,256,111,0,0,0,0,13,62,83,E,E,160
202480001006A,"1,216",630,292,0,0,0,11,12,110,164,E,E,299
202480004013A,586,289,163,0,0,0,0,4,44,115,E,E,165
202500001002A,389,199,104,0,5,13,22,25,39,31,D,D,136
202550001005A,919,501,228,0,0,3,3,8,63,173,E,E,251
202590001003A,163,87,41,0,0,0,0,0,13,27,E,E,42
202690001006A,143,77,46,0,7,9,8,9,18,7,D,D,60
202710001002A,653,329,170,0,0,0,0,10,82,76,D,D,170
202720001007A,"1,469",810,429,0,8,16,27,38,134,54,D,D,278
202770001017A,628,348,173,0,6,11,16,19,68,72,E,E,194
202780001011A,644,357,191,0,9,18,9,9,74,65,D,D,185
202830001004A,95,52,28,0,0,0,0,0,25,29,E,E,54
202850001010A,31,20,11,0,0,0,0,0,5,0,D,D,9
202930001014A,139,77,49,4,10,15,7,6,0,0,C,C,44
202950001006A,"2,331","1,236",587,25,59,81,85,112,204,93,D,D,659
203010001004A,770,410,177,8,13,16,28,21,92,57,D,D,235
203030001003A,350,195,81,0,0,4,9,22,69,28,D,D,132
203100001002A,"3,758","1,938","1,046",12,28,54,92,154,432,202,D,D,974
203180001048A,"1,340",681,376,0,14,11,37,49,176,91,D,D,379
203180002055A,37,20,13,0,0,0,0,3,7,5,D,D,17
203180009009A,185,96,47,22,26,13,19,7,4,0,C+,C_MAS,92
203180009023A,573,286,155,0,8,11,19,19,69,25,D,D,153
203180009030A,"1,059",558,309,16,39,36,57,54,87,30,D,D,319
203190001003A,882,453,222,0,0,0,0,6,62,250,E,E,319
203250039015A,17,5,3,0,0,0,0,0,3,0,D,D,5
203340024045A,888,459,223,0,0,5,10,16,115,132,E,E,279
203340034038A,"1,332",694,353,3,20,19,27,37,181,136,D,D,423
203340034052A,178,98,55,4,12,8,13,11,6,0,C-,C_MENOS,56
203380001011A,58,31,18,0,0,0,3,5,0,4,D+,D_MAS,16
203390001009A,23,12,7,0,0,0,0,0,5,0,D,D,6
203450001003A,136,66,29,0,0,0,0,0,12,13,E,E,28
203500002010A,"1,152",623,333,22,80,68,91,48,52,5,C-,C_MENOS,366
203520001002A,"1,589",801,384,0,0,0,0,13,79,105,E,E,199
203570001005A,162,88,32,0,0,0,0,0,14,48,E,E,64
203590001004A,218,122,57,0,0,0,4,4,40,78,E,E,127
203600001006A,687,366,187,0,0,7,7,24,89,77,D,D,207
203620001005A,536,299,124,0,6,14,19,13,74,47,D,D,175
203710001003A,172,89,39,0,0,0,0,7,24,36,E,E,73
203850001036A,"1,363",716,409,6,11,23,62,60,115,45,D,D,322
203850001043A,58,31,19,0,0,0,0,3,7,4,D,D,16
203850001050A,360,173,98,3,8,7,12,16,27,15,D,D,88
203870001003A,"1,012",530,251,6,16,14,29,38,100,107,E,E,310
203890001002A,880,473,250,0,5,10,24,35,101,42,D,D,217
203900001004A,"2,175","1,170",607,84,100,111,78,101,115,20,D,D,609
203900001011A,"2,645","1,411",777,81,96,115,110,123,193,60,D,D,778
203920001003A,83,49,28,0,0,0,5,6,13,9,D,D,33
203970001013A,"2,276","1,197",665,27,46,46,70,81,234,55,D,D,559
203970001020A,"1,392",761,390,31,62,61,49,54,115,21,D,D,393
203990001005A,643,335,189,0,6,12,21,36,74,17,D,D,168
203990001012A,"1,990","1,074",628,47,69,66,83,84,135,39,D,D,523
204010050037A,76,35,21,0,3,5,5,3,9,0,D,D,25
204030001004A,"1,288",678,359,5,25,28,47,66,160,47,D,D,378
204060001008A,"1,973","1,031",558,6,13,21,43,65,209,178,D,D,535
204070001041A,"2,507","1,240",600,0,4,6,9,32,312,368,E,E,731
204130001007A,"2,791","1,414",800,26,51,89,131,160,271,107,D,D,835
204130001021A,"1,286",676,385,4,12,29,32,57,151,86,D,D,371
204130001039A,81,41,26,0,0,0,6,6,21,8,D,D,44
204130001046A,361,194,101,0,0,0,0,7,48,37,D,D,95
204150001006A,151,90,53,0,0,0,0,0,14,18,E,E,34
204170001005A,"1,267",660,337,0,18,30,44,63,165,66,D,D,387
204180001017A,"1,101",576,290,6,16,15,50,53,142,73,D,D,355
204190001004A,26,10,4,0,0,4,4,5,14,8,D,D,36
204330001002A,"1,466",815,371,0,0,0,6,23,106,203,E,E,338
204380001005A,11,6,3,0,0,0,0,0,3,0,D,D,4
204410001006A,"1,606",825,374,3,11,12,17,45,174,133,D,D,395
204410001013A,485,250,129,0,0,0,0,16,65,27,D,D,110
204470001010A,417,219,103,0,4,5,7,21,44,31,D,D,113
204520001003A,"1,612",890,457,0,3,18,24,41,172,149,D,D,407
204540001002A,466,235,127,0,0,0,8,16,73,41,D,D,141
204590001012A,23,14,9,0,0,0,0,0,4,0,D,D,7
204670001016A,728,377,169,13,31,27,30,37,68,40,D,D,246
204690001015A,"1,344",722,359,22,38,36,45,53,94,29,D,D,317
204710001004A,73,43,30,0,0,0,6,7,19,33,E,E,66
204780001006A,120,67,23,0,0,0,3,0,25,38,E,E,68
204800001002A,73,45,22,0,0,0,0,0,11,9,D,D,23
204820001026A,"1,970","1,026",522,11,31,43,73,75,212,104,D,D,549
204820001033A,"2,197","1,116",604,20,32,39,52,61,290,171,D,D,665
204820001058A,218,111,63,0,0,3,0,5,32,15,D,D,56
204820001065A,73,38,22,0,0,0,0,0,7,5,D,D,18
204820001072A,52,27,21,0,0,0,0,0,5,5,E,D,13
204830001006A,370,202,111,0,0,0,0,11,39,35,D,D,88
204850001005A,420,210,90,0,0,0,0,3,41,74,E,E,120
204940001003A,311,187,80,0,0,0,3,6,26,42,E,E,79
204960001002A,310,152,75,0,8,12,11,18,39,14,D,D,104
204990001006A,174,91,40,0,0,3,6,5,14,22,E,E,52
205050001011A,"1,244",655,290,10,28,36,47,55,158,74,D,D,408
205070001003A,556,289,116,0,0,0,4,17,63,85,E,E,170
205120001003A,960,507,220,0,0,0,0,10,78,141,E,E,231
205140001002A,418,222,118,0,0,0,0,3,43,79,E,E,131
205150001021A,"1,467",790,379,18,21,33,61,66,163,78,D,D,440
205150001046A,"1,478",790,362,14,32,47,64,67,140,60,D,D,424
205150001060A,852,428,216,0,7,8,16,26,113,78,D,D,248
205150001078A,108,52,28,0,0,0,0,4,18,10,D,D,33
205150001092A,192,107,56,0,0,0,5,6,33,26,D,D,70
205150010085A,"1,008",522,253,0,3,4,11,32,158,122,D,D,331
205190001005A,57,28,20,0,0,3,0,0,6,3,D,D,14
205200001007A,63,36,15,0,0,0,0,6,13,11,D,D,32
205250001031A,756,392,157,5,26,27,33,29,97,60,D,D,277
205280001003A,137,76,29,0,0,0,0,5,27,21,D,D,56
205330001003A,172,83,45,0,0,3,3,5,18,15,D,D,45
205350001002A,"1,361",760,388,0,0,0,9,16,148,183,E,E,357
205370001001A,618,330,159,0,4,17,15,29,66,21,D,D,152
205430001006A,"2,504","1,290",648,0,5,11,26,46,260,415,E,E,763
205450001005A,"2,417","1,261",676,30,58,75,89,88,216,127,D,D,683
205470001004A,109,60,30,0,0,4,3,17,35,14,D,D,76
205480001009A,395,218,97,0,3,9,17,21,67,40,D,D,158
205490001010A,393,210,97,4,5,9,18,22,63,21,D,D,142
205500001005A,924,518,258,16,29,25,34,33,88,37,D,D,262
205510001024A,10,6,3,0,0,0,0,0,0,3,E,E,3
205520001004A,81,43,23,0,0,0,0,3,16,29,E,E,49
205530001009A,225,110,63,0,4,4,9,8,17,7,D,D,51
205560001002A,108,60,27,0,4,4,10,10,17,8,D,D,54
205570001014A,54,23,17,0,0,0,0,0,11,5,D,D,18
205600001008A,"1,209",641,294,0,6,18,17,37,185,95,D,D,358
205600003015A,624,348,185,0,0,5,4,20,70,60,D,D,159
205650001018A,23,13,7,0,0,0,0,0,0,0,D,AB,6
205650006025A,274,139,73,0,0,0,5,11,48,29,D,D,95
205680001004A,641,364,170,0,0,8,27,30,82,62,D,D,211
205700001018A,"1,169",617,307,10,22,39,29,42,113,51,D,D,306
205700001025A,668,348,209,0,3,13,17,26,85,37,D,D,183
